Messstelle:                ;Kremsdorf
09.07.1991 00:00:00;   234
10.07.1991 00:00:00;   208
11.07.1991 00:00:00;   189
12.07.1991 00:00:00;   180
13.07.1991 00:00:00;   175
14.07.1991 00:00:00;   178
15.07.1991 00:00:00;   191
16.07.1991 00:00:00;   181
17.07.1991 00:00:00;   216
18.07.1991 00:00:00;   248
19.07.1991 00:00:00;   209
20.07.1991 00:00:00;   201
21.07.1991 00:00:00;   213
22.07.1991 00:00:00;   195
23.07.1991 00:00:00;   185
24.07.1991 00:00:00;   181
25.07.1991 00:00:00;   192
26.07.1991 00:00:00;   233
27.07.1991 00:00:00;   254
28.07.1991 00:00:00;   277
29.07.1991 00:00:00;   228
30.07.1991 00:00:00;   208
31.07.1991 00:00:00;   199
01.08.1991 00:00:00;   243
02.08.1991 00:00:00;   307
03.08.1991 00:00:00;   419
04.08.1991 00:00:00;   263
05.08.1991 00:00:00;   238
06.08.1991 00:00:00;   221
07.08.1991 00:00:00;   211
08.08.1991 00:00:00;   205
09.08.1991 00:00:00;   215
10.08.1991 00:00:00;   200
11.08.1991 00:00:00;   195
12.08.1991 00:00:00;   194
13.08.1991 00:00:00;   198
14.08.1991 00:00:00;   208
15.08.1991 00:00:00;   194
16.08.1991 00:00:00;   209
17.08.1991 00:00:00;   190
18.08.1991 00:00:00;   190
19.08.1991 00:00:00;   187
20.08.1991 00:00:00;   182
21.08.1991 00:00:00;   182
22.08.1991 00:00:00;   181
23.08.1991 00:00:00;   179
24.08.1991 00:00:00;   178
25.08.1991 00:00:00;   178
26.08.1991 00:00:00;   177
27.08.1991 00:00:00;   177
28.08.1991 00:00:00;   176
29.08.1991 00:00:00;   180
30.08.1991 00:00:00;   180
31.08.1991 00:00:00;   175
01.09.1991 00:00:00;   175
02.09.1991 00:00:00;   174
03.09.1991 00:00:00;   174
04.09.1991 00:00:00;   173
05.09.1991 00:00:00;   172
06.09.1991 00:00:00;   172
07.09.1991 00:00:00;   172
08.09.1991 00:00:00;   172
09.09.1991 00:00:00;   173
10.09.1991 00:00:00;   171
11.09.1991 00:00:00;   171
12.09.1991 00:00:00;   178
13.09.1991 00:00:00;   175
14.09.1991 00:00:00;   172
15.09.1991 00:00:00;   172
16.09.1991 00:00:00;   171
17.09.1991 00:00:00;   171
18.09.1991 00:00:00;   172
19.09.1991 00:00:00;   171
20.09.1991 00:00:00;   170
21.09.1991 00:00:00;   172
22.09.1991 00:00:00;   169
23.09.1991 00:00:00;   174
24.09.1991 00:00:00;   177
25.09.1991 00:00:00;   171
26.09.1991 00:00:00;   170
27.09.1991 00:00:00;   170
28.09.1991 00:00:00;   170
29.09.1991 00:00:00;   169
30.09.1991 00:00:00;   169
01.10.1991 00:00:00;   170
02.10.1991 00:00:00;   171
03.10.1991 00:00:00;   174
04.10.1991 00:00:00;   170
05.10.1991 00:00:00;   169
06.10.1991 00:00:00;   170
07.10.1991 00:00:00;   169
08.10.1991 00:00:00;   170
09.10.1991 00:00:00;   169
10.10.1991 00:00:00;   168
11.10.1991 00:00:00;   168
12.10.1991 00:00:00;   168
13.10.1991 00:00:00;   168
14.10.1991 00:00:00;   168
15.10.1991 00:00:00;   168
16.10.1991 00:00:00;   168
17.10.1991 00:00:00;   168
18.10.1991 00:00:00;   172
19.10.1991 00:00:00;   170
20.10.1991 00:00:00;   169
21.10.1991 00:00:00;   169
22.10.1991 00:00:00;   198
23.10.1991 00:00:00;   198
24.10.1991 00:00:00;   199
25.10.1991 00:00:00;   199
26.10.1991 00:00:00;   200
27.10.1991 00:00:00;   198
28.10.1991 00:00:00;   198
29.10.1991 00:00:00;   199
30.10.1991 00:00:00;   200
31.10.1991 00:00:00;   199
01.11.1991 00:00:00;   198
02.11.1991 00:00:00;   200
03.11.1991 00:00:00;   199
04.11.1991 00:00:00;   200
05.11.1991 00:00:00;   201
06.11.1991 00:00:00;   200
07.11.1991 00:00:00;   201
08.11.1991 00:00:00;   207
09.11.1991 00:00:00;   204
10.11.1991 00:00:00;   206
11.11.1991 00:00:00;   204
12.11.1991 00:00:00;   202
13.11.1991 00:00:00;   201
14.11.1991 00:00:00;   203
15.11.1991 00:00:00;   210
16.11.1991 00:00:00;   207
17.11.1991 00:00:00;   224
18.11.1991 00:00:00;   214
19.11.1991 00:00:00;   211
20.11.1991 00:00:00;   211
21.11.1991 00:00:00;   208
22.11.1991 00:00:00;   206
23.11.1991 00:00:00;   210
24.11.1991 00:00:00;   208
25.11.1991 00:00:00;   207
26.11.1991 00:00:00;   205
27.11.1991 00:00:00;   203
28.11.1991 00:00:00;   200
29.11.1991 00:00:00;   200
30.11.1991 00:00:00;   199
01.12.1991 00:00:00;   200
02.12.1991 00:00:00;   199
03.12.1991 00:00:00;   198
04.12.1991 00:00:00;   196
05.12.1991 00:00:00;   196
06.12.1991 00:00:00;   197
07.12.1991 00:00:00;   196
08.12.1991 00:00:00;   196
09.12.1991 00:00:00;   196
10.12.1991 00:00:00;   194
11.12.1991 00:00:00;   195
12.12.1991 00:00:00;   196
13.12.1991 00:00:00;   195
14.12.1991 00:00:00;   195
15.12.1991 00:00:00;   195
16.12.1991 00:00:00;   196
17.12.1991 00:00:00;   196
18.12.1991 00:00:00;   200
19.12.1991 00:00:00;   216
20.12.1991 00:00:00;   259
21.12.1991 00:00:00;   225
22.12.1991 00:00:00;   277
23.12.1991 00:00:00;   362
24.12.1991 00:00:00;   247
25.12.1991 00:00:00;   232
26.12.1991 00:00:00;   224
27.12.1991 00:00:00;   245
28.12.1991 00:00:00;   238
29.12.1991 00:00:00;   222
30.12.1991 00:00:00;   217
31.12.1991 00:00:00;   215
01.01.1992 00:00:00;   212
02.01.1992 00:00:00;   211
03.01.1992 00:00:00;   211
04.01.1992 00:00:00;   210
05.01.1992 00:00:00;   213
06.01.1992 00:00:00;   219
07.01.1992 00:00:00;   217
08.01.1992 00:00:00;   215
09.01.1992 00:00:00;   213
10.01.1992 00:00:00;   212
11.01.1992 00:00:00;   211
12.01.1992 00:00:00;   210
13.01.1992 00:00:00;   210
14.01.1992 00:00:00;   209
15.01.1992 00:00:00;   209
16.01.1992 00:00:00;   209
17.01.1992 00:00:00;   209
18.01.1992 00:00:00;   208
19.01.1992 00:00:00;   209
20.01.1992 00:00:00;   209
21.01.1992 00:00:00;   209
22.01.1992 00:00:00;   209
23.01.1992 00:00:00;   208
24.01.1992 00:00:00;   206
25.01.1992 00:00:00;   205
26.01.1992 00:00:00;   205
27.01.1992 00:00:00;   204
28.01.1992 00:00:00;   204
29.01.1992 00:00:00;   204
30.01.1992 00:00:00;   204
31.01.1992 00:00:00;   204
01.02.1992 00:00:00;   204
02.02.1992 00:00:00;   204
03.02.1992 00:00:00;   207
04.02.1992 00:00:00;   207
05.02.1992 00:00:00;   208
06.02.1992 00:00:00;   233
07.02.1992 00:00:00;   223
08.02.1992 00:00:00;   216
09.02.1992 00:00:00;   212
10.02.1992 00:00:00;   210
11.02.1992 00:00:00;   209
12.02.1992 00:00:00;   208
13.02.1992 00:00:00;   209
14.02.1992 00:00:00;   217
15.02.1992 00:00:00;   215
16.02.1992 00:00:00;   224
17.02.1992 00:00:00;   219
18.02.1992 00:00:00;   212
19.02.1992 00:00:00;   210
20.02.1992 00:00:00;   210
21.02.1992 00:00:00;   208
22.02.1992 00:00:00;   208
23.02.1992 00:00:00;   208
24.02.1992 00:00:00;   220
25.02.1992 00:00:00;   217
26.02.1992 00:00:00;   212
27.02.1992 00:00:00;   209
28.02.1992 00:00:00;   208
29.02.1992 00:00:00;   208
01.03.1992 00:00:00;   208
02.03.1992 00:00:00;   208
03.03.1992 00:00:00;   208
04.03.1992 00:00:00;   207
05.03.1992 00:00:00;   207
06.03.1992 00:00:00;   207
07.03.1992 00:00:00;   208
08.03.1992 00:00:00;   209
09.03.1992 00:00:00;   207
10.03.1992 00:00:00;   206
11.03.1992 00:00:00;   206
12.03.1992 00:00:00;   206
13.03.1992 00:00:00;   206
14.03.1992 00:00:00;   216
15.03.1992 00:00:00;   253
16.03.1992 00:00:00;   240
17.03.1992 00:00:00;   224
18.03.1992 00:00:00;   221
19.03.1992 00:00:00;   221
20.03.1992 00:00:00;   227
21.03.1992 00:00:00;   261
22.03.1992 00:00:00;   252
23.03.1992 00:00:00;   340
24.03.1992 00:00:00;   255
25.03.1992 00:00:00;   236
26.03.1992 00:00:00;   227
27.03.1992 00:00:00;   222
28.03.1992 00:00:00;   219
29.03.1992 00:00:00;   219
30.03.1992 00:00:00;   218
31.03.1992 00:00:00;   219
01.04.1992 00:00:00;   218
02.04.1992 00:00:00;   216
03.04.1992 00:00:00;   214
04.04.1992 00:00:00;   214
05.04.1992 00:00:00;   214
06.04.1992 00:00:00;   220
07.04.1992 00:00:00;   216
08.04.1992 00:00:00;   214
09.04.1992 00:00:00;   213
10.04.1992 00:00:00;   212
11.04.1992 00:00:00;   212
12.04.1992 00:00:00;   211
13.04.1992 00:00:00;   210
14.04.1992 00:00:00;   210
15.04.1992 00:00:00;   209
16.04.1992 00:00:00;   210
17.04.1992 00:00:00;   210
18.04.1992 00:00:00;   209
19.04.1992 00:00:00;   210
20.04.1992 00:00:00;   213
21.04.1992 00:00:00;   212
22.04.1992 00:00:00;   211
23.04.1992 00:00:00;   220
24.04.1992 00:00:00;   217
25.04.1992 00:00:00;   212
26.04.1992 00:00:00;   212
27.04.1992 00:00:00;   213
28.04.1992 00:00:00;   213
29.04.1992 00:00:00;   214
30.04.1992 00:00:00;   212
01.05.1992 00:00:00;   213
02.05.1992 00:00:00;   211
03.05.1992 00:00:00;   211
04.05.1992 00:00:00;   211
05.05.1992 00:00:00;   211
06.05.1992 00:00:00;   210
07.05.1992 00:00:00;   210
08.05.1992 00:00:00;   210
09.05.1992 00:00:00;   210
10.05.1992 00:00:00;   210
11.05.1992 00:00:00;   211
12.05.1992 00:00:00;   217
13.05.1992 00:00:00;   211
14.05.1992 00:00:00;   208
15.05.1992 00:00:00;   207
16.05.1992 00:00:00;   206
17.05.1992 00:00:00;   206
18.05.1992 00:00:00;   205
19.05.1992 00:00:00;   204
20.05.1992 00:00:00;   204
21.05.1992 00:00:00;   205
22.05.1992 00:00:00;   206
23.05.1992 00:00:00;   206
24.05.1992 00:00:00;   205
25.05.1992 00:00:00;   204
26.05.1992 00:00:00;   204
27.05.1992 00:00:00;   205
28.05.1992 00:00:00;   204
29.05.1992 00:00:00;   204
30.05.1992 00:00:00;   205
31.05.1992 00:00:00;   204
01.06.1992 00:00:00;   205
02.06.1992 00:00:00;   206
03.06.1992 00:00:00;   204
04.06.1992 00:00:00;   213
05.06.1992 00:00:00;   206
06.06.1992 00:00:00;   205
07.06.1992 00:00:00;   205
08.06.1992 00:00:00;   206
09.06.1992 00:00:00;   206
10.06.1992 00:00:00;   208
11.06.1992 00:00:00;   209
12.06.1992 00:00:00;   209
13.06.1992 00:00:00;   261
14.06.1992 00:00:00;   235
15.06.1992 00:00:00;   214
16.06.1992 00:00:00;   209
17.06.1992 00:00:00;   213
18.06.1992 00:00:00;   209
19.06.1992 00:00:00;   207
20.06.1992 00:00:00;   222
21.06.1992 00:00:00;   211
22.06.1992 00:00:00;   208
23.06.1992 00:00:00;   206
24.06.1992 00:00:00;   205
25.06.1992 00:00:00;   205
26.06.1992 00:00:00;   205
27.06.1992 00:00:00;   203
28.06.1992 00:00:00;   202
29.06.1992 00:00:00;   203
30.06.1992 00:00:00;   203
01.07.1992 00:00:00;   203
02.07.1992 00:00:00;   206
03.07.1992 00:00:00;   205
04.07.1992 00:00:00;   204
05.07.1992 00:00:00;   205
06.07.1992 00:00:00;   206
07.07.1992 00:00:00;   207
08.07.1992 00:00:00;   206
09.07.1992 00:00:00;   205
10.07.1992 00:00:00;   204
11.07.1992 00:00:00;   206
12.07.1992 00:00:00;   207
13.07.1992 00:00:00;   207
14.07.1992 00:00:00;   205
15.07.1992 00:00:00;   206
16.07.1992 00:00:00;   210
17.07.1992 00:00:00;   206
18.07.1992 00:00:00;   204
19.07.1992 00:00:00;   205
20.07.1992 00:00:00;   204
21.07.1992 00:00:00;   204
22.07.1992 00:00:00;   204
23.07.1992 00:00:00;   204
24.07.1992 00:00:00;   204
25.07.1992 00:00:00;   203
26.07.1992 00:00:00;   204
27.07.1992 00:00:00;   204
28.07.1992 00:00:00;   203
29.07.1992 00:00:00;   202
30.07.1992 00:00:00;   202
31.07.1992 00:00:00;   202
01.08.1992 00:00:00;   203
02.08.1992 00:00:00;   205
03.08.1992 00:00:00;   204
04.08.1992 00:00:00;   206
05.08.1992 00:00:00;   208
06.08.1992 00:00:00;   204
07.08.1992 00:00:00;   203
08.08.1992 00:00:00;   202
09.08.1992 00:00:00;   202
10.08.1992 00:00:00;   203
11.08.1992 00:00:00;   203
12.08.1992 00:00:00;   203
13.08.1992 00:00:00;   206
14.08.1992 00:00:00;   204
15.08.1992 00:00:00;   208
16.08.1992 00:00:00;   206
17.08.1992 00:00:00;   204
18.08.1992 00:00:00;   203
19.08.1992 00:00:00;   203
20.08.1992 00:00:00;   203
21.08.1992 00:00:00;   202
22.08.1992 00:00:00;   204
23.08.1992 00:00:00;   204
24.08.1992 00:00:00;   203
25.08.1992 00:00:00;   204
26.08.1992 00:00:00;   202
27.08.1992 00:00:00;   202
28.08.1992 00:00:00;   201
29.08.1992 00:00:00;   200
30.08.1992 00:00:00;   200
31.08.1992 00:00:00;   200
01.09.1992 00:00:00;   207
02.09.1992 00:00:00;   205
03.09.1992 00:00:00;   201
04.09.1992 00:00:00;   215
05.09.1992 00:00:00;   210
06.09.1992 00:00:00;   208
07.09.1992 00:00:00;   204
08.09.1992 00:00:00;   205
09.09.1992 00:00:00;   207
10.09.1992 00:00:00;   207
11.09.1992 00:00:00;   205
12.09.1992 00:00:00;   204
13.09.1992 00:00:00;   204
14.09.1992 00:00:00;   205
15.09.1992 00:00:00;   206
16.09.1992 00:00:00;   205
17.09.1992 00:00:00;   203
18.09.1992 00:00:00;   200
19.09.1992 00:00:00;   201
20.09.1992 00:00:00;   202
21.09.1992 00:00:00;   202
22.09.1992 00:00:00;   201
23.09.1992 00:00:00;   200
24.09.1992 00:00:00;   200
25.09.1992 00:00:00;   201
26.09.1992 00:00:00;   200
27.09.1992 00:00:00;   200
28.09.1992 00:00:00;   199
29.09.1992 00:00:00;   199
30.09.1992 00:00:00;   204
01.10.1992 00:00:00;   214
02.10.1992 00:00:00;   210
03.10.1992 00:00:00;   205
04.10.1992 00:00:00;   201
05.10.1992 00:00:00;   201
06.10.1992 00:00:00;   200
07.10.1992 00:00:00;   203
08.10.1992 00:00:00;   204
09.10.1992 00:00:00;   203
10.10.1992 00:00:00;   202
11.10.1992 00:00:00;   200
12.10.1992 00:00:00;   199
13.10.1992 00:00:00;   201
14.10.1992 00:00:00;   201
15.10.1992 00:00:00;   201
16.10.1992 00:00:00;   202
17.10.1992 00:00:00;   202
18.10.1992 00:00:00;   208
19.10.1992 00:00:00;   211
20.10.1992 00:00:00;   208
21.10.1992 00:00:00;   208
22.10.1992 00:00:00;   232
23.10.1992 00:00:00;   216
24.10.1992 00:00:00;   209
25.10.1992 00:00:00;   212
26.10.1992 00:00:00;   235
27.10.1992 00:00:00;   221
28.10.1992 00:00:00;   216
29.10.1992 00:00:00;   222
30.10.1992 00:00:00;   221
31.10.1992 00:00:00;   213
01.11.1992 00:00:00;   210
02.11.1992 00:00:00;   208
03.11.1992 00:00:00;   208
04.11.1992 00:00:00;   213
05.11.1992 00:00:00;   233
06.11.1992 00:00:00;   217
07.11.1992 00:00:00;   214
08.11.1992 00:00:00;   212
09.11.1992 00:00:00;   215
10.11.1992 00:00:00;   212
11.11.1992 00:00:00;   211
12.11.1992 00:00:00;   213
13.11.1992 00:00:00;   215
14.11.1992 00:00:00;   213
15.11.1992 00:00:00;   212
16.11.1992 00:00:00;   212
17.11.1992 00:00:00;   221
18.11.1992 00:00:00;   219
19.11.1992 00:00:00;   213
20.11.1992 00:00:00;   220
21.11.1992 00:00:00;   222
22.11.1992 00:00:00;   249
23.11.1992 00:00:00;   297
24.11.1992 00:00:00;   243
25.11.1992 00:00:00;   226
26.11.1992 00:00:00;   226
27.11.1992 00:00:00;   242
28.11.1992 00:00:00;   249
29.11.1992 00:00:00;   296
30.11.1992 00:00:00;   257
01.12.1992 00:00:00;   235
02.12.1992 00:00:00;   226
03.12.1992 00:00:00;   223
04.12.1992 00:00:00;   235
05.12.1992 00:00:00;   232
06.12.1992 00:00:00;   257
07.12.1992 00:00:00;   239
08.12.1992 00:00:00;   227
09.12.1992 00:00:00;   223
10.12.1992 00:00:00;   222
11.12.1992 00:00:00;   221
12.12.1992 00:00:00;   239
13.12.1992 00:00:00;   259
14.12.1992 00:00:00;   235
15.12.1992 00:00:00;   227
16.12.1992 00:00:00;   224
17.12.1992 00:00:00;   220
18.12.1992 00:00:00;   218
19.12.1992 00:00:00;   217
20.12.1992 00:00:00;   215
21.12.1992 00:00:00;   215
22.12.1992 00:00:00;   215
23.12.1992 00:00:00;   215
24.12.1992 00:00:00;   213
25.12.1992 00:00:00;   212
26.12.1992 00:00:00;   211
27.12.1992 00:00:00;   211
28.12.1992 00:00:00;   210
29.12.1992 00:00:00;   210
30.12.1992 00:00:00;   210
31.12.1992 00:00:00;   210
01.01.1993 00:00:00;   209
02.01.1993 00:00:00;   207
03.01.1993 00:00:00;   206
04.01.1993 00:00:00;   206
05.01.1993 00:00:00;   209
06.01.1993 00:00:00;   209
07.01.1993 00:00:00;   230
08.01.1993 00:00:00;   244
09.01.1993 00:00:00;   243
10.01.1993 00:00:00;   220
11.01.1993 00:00:00;   217
12.01.1993 00:00:00;   217
13.01.1993 00:00:00;   223
14.01.1993 00:00:00;   217
15.01.1993 00:00:00;   219
16.01.1993 00:00:00;   214
17.01.1993 00:00:00;   213
18.01.1993 00:00:00;   212
19.01.1993 00:00:00;   212
20.01.1993 00:00:00;   213
21.01.1993 00:00:00;   214
22.01.1993 00:00:00;   213
23.01.1993 00:00:00;   216
24.01.1993 00:00:00;   215
25.01.1993 00:00:00;   231
26.01.1993 00:00:00;   224
27.01.1993 00:00:00;   218
28.01.1993 00:00:00;   216
29.01.1993 00:00:00;   242
30.01.1993 00:00:00;   250
31.01.1993 00:00:00;   228
01.02.1993 00:00:00;   221
02.02.1993 00:00:00;   219
03.02.1993 00:00:00;   217
04.02.1993 00:00:00;   215
05.02.1993 00:00:00;   214
06.02.1993 00:00:00;   214
07.02.1993 00:00:00;   215
08.02.1993 00:00:00;   215
09.02.1993 00:00:00;   215
10.02.1993 00:00:00;   215
11.02.1993 00:00:00;   215
12.02.1993 00:00:00;   212
13.02.1993 00:00:00;   212
14.02.1993 00:00:00;   211
15.02.1993 00:00:00;   210
16.02.1993 00:00:00;   209
17.02.1993 00:00:00;   210
18.02.1993 00:00:00;   214
19.02.1993 00:00:00;   224
20.02.1993 00:00:00;   229
21.02.1993 00:00:00;   225
22.02.1993 00:00:00;   222
23.02.1993 00:00:00;   217
24.02.1993 00:00:00;   215
25.02.1993 00:00:00;   217
26.02.1993 00:00:00;   219
27.02.1993 00:00:00;   214
28.02.1993 00:00:00;   213
01.03.1993 00:00:00;   210
02.03.1993 00:00:00;   209
03.03.1993 00:00:00;   211
04.03.1993 00:00:00;   210
05.03.1993 00:00:00;   208
06.03.1993 00:00:00;   208
07.03.1993 00:00:00;   209
08.03.1993 00:00:00;   210
09.03.1993 00:00:00;   208
10.03.1993 00:00:00;   209
11.03.1993 00:00:00;   209
12.03.1993 00:00:00;   210
13.03.1993 00:00:00;   215
14.03.1993 00:00:00;   221
15.03.1993 00:00:00;   227
16.03.1993 00:00:00;   236
17.03.1993 00:00:00;   306
18.03.1993 00:00:00;   291
19.03.1993 00:00:00;   247
20.03.1993 00:00:00;   230
21.03.1993 00:00:00;   225
22.03.1993 00:00:00;   222
23.03.1993 00:00:00;   226
24.03.1993 00:00:00;   228
25.03.1993 00:00:00;   249
26.03.1993 00:00:00;   238
27.03.1993 00:00:00;   228
28.03.1993 00:00:00;   223
29.03.1993 00:00:00;   221
30.03.1993 00:00:00;   221
31.03.1993 00:00:00;   221
01.04.1993 00:00:00;   226
02.04.1993 00:00:00;   227
03.04.1993 00:00:00;   221
04.04.1993 00:00:00;   219
05.04.1993 00:00:00;   218
06.04.1993 00:00:00;   218
07.04.1993 00:00:00;   232
08.04.1993 00:00:00;   235
09.04.1993 00:00:00;   225
10.04.1993 00:00:00;   219
11.04.1993 00:00:00;   219
12.04.1993 00:00:00;   218
13.04.1993 00:00:00;   216
14.04.1993 00:00:00;   218
15.04.1993 00:00:00;   216
16.04.1993 00:00:00;   214
17.04.1993 00:00:00;   213
18.04.1993 00:00:00;   213
19.04.1993 00:00:00;   219
20.04.1993 00:00:00;   225
21.04.1993 00:00:00;   221
22.04.1993 00:00:00;   217
23.04.1993 00:00:00;   216
24.04.1993 00:00:00;   216
25.04.1993 00:00:00;   214
26.04.1993 00:00:00;   212
27.04.1993 00:00:00;   211
28.04.1993 00:00:00;   210
29.04.1993 00:00:00;   210
30.04.1993 00:00:00;   209
01.05.1993 00:00:00;   210
02.05.1993 00:00:00;   210
03.05.1993 00:00:00;   209
04.05.1993 00:00:00;   218
05.05.1993 00:00:00;   214
06.05.1993 00:00:00;   213
07.05.1993 00:00:00;   213
08.05.1993 00:00:00;   213
09.05.1993 00:00:00;   211
10.05.1993 00:00:00;   211
11.05.1993 00:00:00;   208
12.05.1993 00:00:00;   208
13.05.1993 00:00:00;   208
14.05.1993 00:00:00;   209
15.05.1993 00:00:00;   211
16.05.1993 00:00:00;   210
17.05.1993 00:00:00;   208
18.05.1993 00:00:00;   207
19.05.1993 00:00:00;   209
20.05.1993 00:00:00;   210
21.05.1993 00:00:00;   209
22.05.1993 00:00:00;   213
23.05.1993 00:00:00;   209
24.05.1993 00:00:00;   209
25.05.1993 00:00:00;   209
26.05.1993 00:00:00;   208
27.05.1993 00:00:00;   208
28.05.1993 00:00:00;   208
29.05.1993 00:00:00;   207
30.05.1993 00:00:00;   207
31.05.1993 00:00:00;   215
01.06.1993 00:00:00;   208
02.06.1993 00:00:00;   207
03.06.1993 00:00:00;   208
04.06.1993 00:00:00;   213
05.06.1993 00:00:00;   219
06.06.1993 00:00:00;   210
07.06.1993 00:00:00;   208
08.06.1993 00:00:00;   207
09.06.1993 00:00:00;   207
10.06.1993 00:00:00;   207
11.06.1993 00:00:00;   209
12.06.1993 00:00:00;   216
13.06.1993 00:00:00;   213
14.06.1993 00:00:00;   209
15.06.1993 00:00:00;   206
16.06.1993 00:00:00;   223
17.06.1993 00:00:00;   212
18.06.1993 00:00:00;   217
19.06.1993 00:00:00;   209
20.06.1993 00:00:00;   207
21.06.1993 00:00:00;   210
22.06.1993 00:00:00;   209
23.06.1993 00:00:00;   210
24.06.1993 00:00:00;   212
25.06.1993 00:00:00;   212
26.06.1993 00:00:00;   210
27.06.1993 00:00:00;   215
28.06.1993 00:00:00;   238
29.06.1993 00:00:00;   216
30.06.1993 00:00:00;   210
01.07.1993 00:00:00;   208
02.07.1993 00:00:00;   208
03.07.1993 00:00:00;   207
04.07.1993 00:00:00;   206
05.07.1993 00:00:00;   206
06.07.1993 00:00:00;   211
07.07.1993 00:00:00;   207
08.07.1993 00:00:00;   206
09.07.1993 00:00:00;   205
10.07.1993 00:00:00;   205
11.07.1993 00:00:00;   207
12.07.1993 00:00:00;   208
13.07.1993 00:00:00;   207
14.07.1993 00:00:00;   206
15.07.1993 00:00:00;   210
16.07.1993 00:00:00;   212
17.07.1993 00:00:00;   209
18.07.1993 00:00:00;   211
19.07.1993 00:00:00;   209
20.07.1993 00:00:00;   233
21.07.1993 00:00:00;   220
22.07.1993 00:00:00;   215
23.07.1993 00:00:00;   212
24.07.1993 00:00:00;   209
25.07.1993 00:00:00;   207
26.07.1993 00:00:00;   217
27.07.1993 00:00:00;   211
28.07.1993 00:00:00;   239
29.07.1993 00:00:00;   277
30.07.1993 00:00:00;   231
31.07.1993 00:00:00;   219
01.08.1993 00:00:00;   217
02.08.1993 00:00:00;   215
03.08.1993 00:00:00;   212
04.08.1993 00:00:00;   211
05.08.1993 00:00:00;   210
06.08.1993 00:00:00;   221
07.08.1993 00:00:00;   218
08.08.1993 00:00:00;   213
09.08.1993 00:00:00;   210
10.08.1993 00:00:00;   209
11.08.1993 00:00:00;   210
12.08.1993 00:00:00;   208
13.08.1993 00:00:00;   208
14.08.1993 00:00:00;   208
15.08.1993 00:00:00;   207
16.08.1993 00:00:00;   206
17.08.1993 00:00:00;   206
18.08.1993 00:00:00;   207
19.08.1993 00:00:00;   206
20.08.1993 00:00:00;   206
21.08.1993 00:00:00;   206
22.08.1993 00:00:00;   206
23.08.1993 00:00:00;   215
24.08.1993 00:00:00;   229
25.08.1993 00:00:00;   229
26.08.1993 00:00:00;   225
27.08.1993 00:00:00;   219
28.08.1993 00:00:00;   245
29.08.1993 00:00:00;   239
30.08.1993 00:00:00;   223
31.08.1993 00:00:00;   240
01.09.1993 00:00:00;   227
02.09.1993 00:00:00;   222
03.09.1993 00:00:00;   217
04.09.1993 00:00:00;   217
05.09.1993 00:00:00;   227
06.09.1993 00:00:00;   241
07.09.1993 00:00:00;   222
08.09.1993 00:00:00;   218
09.09.1993 00:00:00;   216
