Messstelle:                ;Oberkappel
20.04.1984 00:00:00;   143
21.04.1984 00:00:00;   141
22.04.1984 00:00:00;   140
23.04.1984 00:00:00;   140
24.04.1984 00:00:00;   139
25.04.1984 00:00:00;   137
26.04.1984 00:00:00;   137
27.04.1984 00:00:00;   136
28.04.1984 00:00:00;   136
29.04.1984 00:00:00;   136
30.04.1984 00:00:00;   135
01.05.1984 00:00:00;   135
02.05.1984 00:00:00;   134
03.05.1984 00:00:00;   134
04.05.1984 00:00:00;   133
05.05.1984 00:00:00;   133
06.05.1984 00:00:00;   132
07.05.1984 00:00:00;   132
08.05.1984 00:00:00;   132
09.05.1984 00:00:00;   132
10.05.1984 00:00:00;   133
11.05.1984 00:00:00;   133
12.05.1984 00:00:00;   132
13.05.1984 00:00:00;   133
14.05.1984 00:00:00;   145
15.05.1984 00:00:00;   136
16.05.1984 00:00:00;   133
17.05.1984 00:00:00;   132
18.05.1984 00:00:00;   131
19.05.1984 00:00:00;   130
20.05.1984 00:00:00;   130
21.05.1984 00:00:00;   138
22.05.1984 00:00:00;   148
23.05.1984 00:00:00;   136
24.05.1984 00:00:00;   135
25.05.1984 00:00:00;   135
26.05.1984 00:00:00;   133
27.05.1984 00:00:00;   131
28.05.1984 00:00:00;   142
29.05.1984 00:00:00;   161
30.05.1984 00:00:00;   143
31.05.1984 00:00:00;   136
01.06.1984 00:00:00;   134
02.06.1984 00:00:00;   131
03.06.1984 00:00:00;   131
04.06.1984 00:00:00;   130
05.06.1984 00:00:00;   132
06.06.1984 00:00:00;   130
07.06.1984 00:00:00;   130
08.06.1984 00:00:00;   131
09.06.1984 00:00:00;   131
10.06.1984 00:00:00;   130
11.06.1984 00:00:00;   130
12.06.1984 00:00:00;   130
13.06.1984 00:00:00;   130
14.06.1984 00:00:00;   130
15.06.1984 00:00:00;   131
16.06.1984 00:00:00;   130
17.06.1984 00:00:00;   130
18.06.1984 00:00:00;   128
19.06.1984 00:00:00;   128
20.06.1984 00:00:00;   128
21.06.1984 00:00:00;   127
22.06.1984 00:00:00;   130
23.06.1984 00:00:00;   130
24.06.1984 00:00:00;   131
25.06.1984 00:00:00;   131
26.06.1984 00:00:00;   132
27.06.1984 00:00:00;   129
28.06.1984 00:00:00;   129
29.06.1984 00:00:00;   129
30.06.1984 00:00:00;   128
01.07.1984 00:00:00;   127
02.07.1984 00:00:00;   133
03.07.1984 00:00:00;   154
04.07.1984 00:00:00;   146
05.07.1984 00:00:00;   139
06.07.1984 00:00:00;   134
07.07.1984 00:00:00;   131
08.07.1984 00:00:00;   129
09.07.1984 00:00:00;   128
10.07.1984 00:00:00;   127
11.07.1984 00:00:00;   127
12.07.1984 00:00:00;   126
13.07.1984 00:00:00;   128
14.07.1984 00:00:00;   129
15.07.1984 00:00:00;   128
16.07.1984 00:00:00;   129
17.07.1984 00:00:00;   129
18.07.1984 00:00:00;   129
19.07.1984 00:00:00;   134
20.07.1984 00:00:00;   147
21.07.1984 00:00:00;   133
22.07.1984 00:00:00;   129
23.07.1984 00:00:00;   128
24.07.1984 00:00:00;   126
25.07.1984 00:00:00;   126
26.07.1984 00:00:00;   125
27.07.1984 00:00:00;   126
28.07.1984 00:00:00;   140
29.07.1984 00:00:00;   146
30.07.1984 00:00:00;   139
31.07.1984 00:00:00;   130
01.08.1984 00:00:00;   128
02.08.1984 00:00:00;   130
03.08.1984 00:00:00;   130
04.08.1984 00:00:00;   130
05.08.1984 00:00:00;   130
06.08.1984 00:00:00;   131
07.08.1984 00:00:00;   130
08.08.1984 00:00:00;   130
09.08.1984 00:00:00;   129
10.08.1984 00:00:00;   128
11.08.1984 00:00:00;   128
12.08.1984 00:00:00;   128
13.08.1984 00:00:00;   130
14.08.1984 00:00:00;   128
15.08.1984 00:00:00;   126
16.08.1984 00:00:00;   127
17.08.1984 00:00:00;   130
18.08.1984 00:00:00;   127
19.08.1984 00:00:00;   126
20.08.1984 00:00:00;   126
21.08.1984 00:00:00;   126
22.08.1984 00:00:00;   126
23.08.1984 00:00:00;   125
24.08.1984 00:00:00;   125
25.08.1984 00:00:00;   125
26.08.1984 00:00:00;   127
27.08.1984 00:00:00;   134
28.08.1984 00:00:00;   129
29.08.1984 00:00:00;   128
30.08.1984 00:00:00;   127
31.08.1984 00:00:00;   126
01.09.1984 00:00:00;   125
02.09.1984 00:00:00;   124
03.09.1984 00:00:00;   124
04.09.1984 00:00:00;   125
05.09.1984 00:00:00;   125
06.09.1984 00:00:00;   134
07.09.1984 00:00:00;   131
08.09.1984 00:00:00;   128
09.09.1984 00:00:00;   130
10.09.1984 00:00:00;   154
11.09.1984 00:00:00;   157
12.09.1984 00:00:00;   166
13.09.1984 00:00:00;   151
14.09.1984 00:00:00;   139
15.09.1984 00:00:00;   135
16.09.1984 00:00:00;   145
17.09.1984 00:00:00;   192
18.09.1984 00:00:00;   158
19.09.1984 00:00:00;   147
20.09.1984 00:00:00;   142
21.09.1984 00:00:00;   138
22.09.1984 00:00:00;   150
23.09.1984 00:00:00;   146
24.09.1984 00:00:00;   154
25.09.1984 00:00:00;   148
26.09.1984 00:00:00;   150
27.09.1984 00:00:00;   157
28.09.1984 00:00:00;   145
29.09.1984 00:00:00;   141
30.09.1984 00:00:00;   139
01.10.1984 00:00:00;   138
02.10.1984 00:00:00;   148
03.10.1984 00:00:00;   163
04.10.1984 00:00:00;   150
05.10.1984 00:00:00;   145
06.10.1984 00:00:00;   141
07.10.1984 00:00:00;   139
08.10.1984 00:00:00;   140
09.10.1984 00:00:00;   142
10.10.1984 00:00:00;   141
11.10.1984 00:00:00;   139
12.10.1984 00:00:00;   138
13.10.1984 00:00:00;   137
14.10.1984 00:00:00;   136
15.10.1984 00:00:00;   136
16.10.1984 00:00:00;   136
17.10.1984 00:00:00;   135
18.10.1984 00:00:00;   135
19.10.1984 00:00:00;   134
20.10.1984 00:00:00;   134
21.10.1984 00:00:00;   133
22.10.1984 00:00:00;   133
23.10.1984 00:00:00;   133
24.10.1984 00:00:00;   133
25.10.1984 00:00:00;   132
26.10.1984 00:00:00;   132
27.10.1984 00:00:00;   134
28.10.1984 00:00:00;   133
29.10.1984 00:00:00;   133
30.10.1984 00:00:00;   133
31.10.1984 00:00:00;   133
01.11.1984 00:00:00;   132
02.11.1984 00:00:00;   132
03.11.1984 00:00:00;   132
04.11.1984 00:00:00;   132
05.11.1984 00:00:00;   132
06.11.1984 00:00:00;   132
07.11.1984 00:00:00;   131
08.11.1984 00:00:00;   131
09.11.1984 00:00:00;   131
10.11.1984 00:00:00;   130
11.11.1984 00:00:00;   131
12.11.1984 00:00:00;   130
13.11.1984 00:00:00;   128
14.11.1984 00:00:00;   128
15.11.1984 00:00:00;   127
16.11.1984 00:00:00;   127
17.11.1984 00:00:00;   127
18.11.1984 00:00:00;   127
19.11.1984 00:00:00;   127
20.11.1984 00:00:00;   127
21.11.1984 00:00:00;   127
22.11.1984 00:00:00;   129
23.11.1984 00:00:00;   150
24.11.1984 00:00:00;   154
25.11.1984 00:00:00;   136
26.11.1984 00:00:00;   133
27.11.1984 00:00:00;   135
28.11.1984 00:00:00;   132
29.11.1984 00:00:00;   130
30.11.1984 00:00:00;   129
01.12.1984 00:00:00;   128
02.12.1984 00:00:00;   128
03.12.1984 00:00:00;   128
04.12.1984 00:00:00;   128
05.12.1984 00:00:00;   127
06.12.1984 00:00:00;   127
07.12.1984 00:00:00;   126
08.12.1984 00:00:00;   126
09.12.1984 00:00:00;   127
10.12.1984 00:00:00;   126
11.12.1984 00:00:00;   127
12.12.1984 00:00:00;   127
13.12.1984 00:00:00;   126
14.12.1984 00:00:00;   126
15.12.1984 00:00:00;   126
16.12.1984 00:00:00;   126
17.12.1984 00:00:00;   127
18.12.1984 00:00:00;   128
19.12.1984 00:00:00;   128
20.12.1984 00:00:00;   128
21.12.1984 00:00:00;   128
22.12.1984 00:00:00;   128
23.12.1984 00:00:00;   128
24.12.1984 00:00:00;   128
25.12.1984 00:00:00;   128
26.12.1984 00:00:00;   128
27.12.1984 00:00:00;   128
28.12.1984 00:00:00;   127
29.12.1984 00:00:00;   127
30.12.1984 00:00:00;   127
31.12.1984 00:00:00;   125
01.01.1985 00:00:00;   125
02.01.1985 00:00:00;   126
03.01.1985 00:00:00;   126
04.01.1985 00:00:00;   125
05.01.1985 00:00:00;   125
06.01.1985 00:00:00;   125
07.01.1985 00:00:00;   125
08.01.1985 00:00:00;   125
09.01.1985 00:00:00;   125
10.01.1985 00:00:00;   125
11.01.1985 00:00:00;   125
12.01.1985 00:00:00;   125
13.01.1985 00:00:00;   125
14.01.1985 00:00:00;   125
15.01.1985 00:00:00;   125
16.01.1985 00:00:00;   125
17.01.1985 00:00:00;   125
18.01.1985 00:00:00;   125
19.01.1985 00:00:00;   125
20.01.1985 00:00:00;   125
21.01.1985 00:00:00;   125
22.01.1985 00:00:00;   125
23.01.1985 00:00:00;   130
24.01.1985 00:00:00;   150
25.01.1985 00:00:00;   136
26.01.1985 00:00:00;   129
27.01.1985 00:00:00;   128
28.01.1985 00:00:00;   128
29.01.1985 00:00:00;   128
30.01.1985 00:00:00;   128
31.01.1985 00:00:00;   128
01.02.1985 00:00:00;   167
02.02.1985 00:00:00;   231
03.02.1985 00:00:00;   161
04.02.1985 00:00:00;   147
05.02.1985 00:00:00;   141
06.02.1985 00:00:00;   139
07.02.1985 00:00:00;   147
08.02.1985 00:00:00;   138
09.02.1985 00:00:00;   136
10.02.1985 00:00:00;   135
11.02.1985 00:00:00;   129
12.02.1985 00:00:00;   129
13.02.1985 00:00:00;   130
14.02.1985 00:00:00;   130
15.02.1985 00:00:00;   130
16.02.1985 00:00:00;   130
17.02.1985 00:00:00;   130
18.02.1985 00:00:00;   130
19.02.1985 00:00:00;   130
20.02.1985 00:00:00;   130
21.02.1985 00:00:00;   130
22.02.1985 00:00:00;   130
23.02.1985 00:00:00;   130
24.02.1985 00:00:00;   130
25.02.1985 00:00:00;   130
26.02.1985 00:00:00;   130
27.02.1985 00:00:00;   129
28.02.1985 00:00:00;   129
01.03.1985 00:00:00;   130
02.03.1985 00:00:00;   132
03.03.1985 00:00:00;   130
04.03.1985 00:00:00;   130
05.03.1985 00:00:00;   132
06.03.1985 00:00:00;   131
07.03.1985 00:00:00;   131
08.03.1985 00:00:00;   130
09.03.1985 00:00:00;   130
10.03.1985 00:00:00;   130
11.03.1985 00:00:00;   130
12.03.1985 00:00:00;   130
13.03.1985 00:00:00;   132
14.03.1985 00:00:00;   133
15.03.1985 00:00:00;   132
16.03.1985 00:00:00;   132
17.03.1985 00:00:00;   133
18.03.1985 00:00:00;   132
19.03.1985 00:00:00;   131
20.03.1985 00:00:00;   130
21.03.1985 00:00:00;   131
22.03.1985 00:00:00;   153
23.03.1985 00:00:00;   157
24.03.1985 00:00:00;   157
25.03.1985 00:00:00;   152
26.03.1985 00:00:00;   150
27.03.1985 00:00:00;   150
28.03.1985 00:00:00;   155
29.03.1985 00:00:00;   143
30.03.1985 00:00:00;   140
31.03.1985 00:00:00;   144
01.04.1985 00:00:00;   152
02.04.1985 00:00:00;   146
03.04.1985 00:00:00;   144
04.04.1985 00:00:00;   142
05.04.1985 00:00:00;   139
06.04.1985 00:00:00;   138
07.04.1985 00:00:00;   149
08.04.1985 00:00:00;   140
09.04.1985 00:00:00;   139
10.04.1985 00:00:00;   140
11.04.1985 00:00:00;   139
12.04.1985 00:00:00;   143
13.04.1985 00:00:00;   143
14.04.1985 00:00:00;   152
15.04.1985 00:00:00;   147
16.04.1985 00:00:00;   148
17.04.1985 00:00:00;   144
18.04.1985 00:00:00;   140
19.04.1985 00:00:00;   139
20.04.1985 00:00:00;   137
21.04.1985 00:00:00;   136
22.04.1985 00:00:00;   135
23.04.1985 00:00:00;   134
24.04.1985 00:00:00;   136
25.04.1985 00:00:00;   135
26.04.1985 00:00:00;   134
27.04.1985 00:00:00;   133
28.04.1985 00:00:00;   133
29.04.1985 00:00:00;   135
30.04.1985 00:00:00;   137
01.05.1985 00:00:00;   149
02.05.1985 00:00:00;   167
03.05.1985 00:00:00;   161
04.05.1985 00:00:00;   155
05.05.1985 00:00:00;   148
06.05.1985 00:00:00;   143
07.05.1985 00:00:00;   140
08.05.1985 00:00:00;   139
09.05.1985 00:00:00;   137
10.05.1985 00:00:00;   137
11.05.1985 00:00:00;   136
12.05.1985 00:00:00;   134
13.05.1985 00:00:00;   134
14.05.1985 00:00:00;   133
15.05.1985 00:00:00;   133
16.05.1985 00:00:00;   134
17.05.1985 00:00:00;   132
18.05.1985 00:00:00;   132
19.05.1985 00:00:00;   147
20.05.1985 00:00:00;   140
21.05.1985 00:00:00;   168
22.05.1985 00:00:00;   158
23.05.1985 00:00:00;   154
24.05.1985 00:00:00;   144
25.05.1985 00:00:00;   140
26.05.1985 00:00:00;   139
27.05.1985 00:00:00;   137
28.05.1985 00:00:00;   136
29.05.1985 00:00:00;   136
30.05.1985 00:00:00;   136
31.05.1985 00:00:00;   136
01.06.1985 00:00:00;   134
02.06.1985 00:00:00;   136
03.06.1985 00:00:00;   136
04.06.1985 00:00:00;   134
05.06.1985 00:00:00;   133
06.06.1985 00:00:00;   132
07.06.1985 00:00:00;   136
08.06.1985 00:00:00;   135
09.06.1985 00:00:00;   136
10.06.1985 00:00:00;   134
11.06.1985 00:00:00;   135
12.06.1985 00:00:00;   135
13.06.1985 00:00:00;   139
14.06.1985 00:00:00;   135
15.06.1985 00:00:00;   142
16.06.1985 00:00:00;   136
17.06.1985 00:00:00;   133
18.06.1985 00:00:00;   131
19.06.1985 00:00:00;   131
20.06.1985 00:00:00;   133
21.06.1985 00:00:00;   143
22.06.1985 00:00:00;   141
23.06.1985 00:00:00;   178
24.06.1985 00:00:00;   152
25.06.1985 00:00:00;   155
26.06.1985 00:00:00;   150
27.06.1985 00:00:00;   147
28.06.1985 00:00:00;   144
29.06.1985 00:00:00;   145
30.06.1985 00:00:00;   140
01.07.1985 00:00:00;   144
02.07.1985 00:00:00;   161
03.07.1985 00:00:00;   146
04.07.1985 00:00:00;   141
05.07.1985 00:00:00;   139
06.07.1985 00:00:00;   137
07.07.1985 00:00:00;   137
08.07.1985 00:00:00;   136
09.07.1985 00:00:00;   135
10.07.1985 00:00:00;   135
11.07.1985 00:00:00;   134
12.07.1985 00:00:00;   133
13.07.1985 00:00:00;   132
14.07.1985 00:00:00;   132
15.07.1985 00:00:00;   132
16.07.1985 00:00:00;   132
17.07.1985 00:00:00;   132
18.07.1985 00:00:00;   131
19.07.1985 00:00:00;   130
20.07.1985 00:00:00;   130
21.07.1985 00:00:00;   137
22.07.1985 00:00:00;   134
23.07.1985 00:00:00;   131
24.07.1985 00:00:00;   130
25.07.1985 00:00:00;   130
26.07.1985 00:00:00;   130
27.07.1985 00:00:00;   130
28.07.1985 00:00:00;   130
29.07.1985 00:00:00;   129
30.07.1985 00:00:00;   129
31.07.1985 00:00:00;   143
01.08.1985 00:00:00;   140
02.08.1985 00:00:00;   135
03.08.1985 00:00:00;   131
04.08.1985 00:00:00;   132
05.08.1985 00:00:00;   131
06.08.1985 00:00:00;   168
07.08.1985 00:00:00;   183
08.08.1985 00:00:00;   152
09.08.1985 00:00:00;   142
10.08.1985 00:00:00;   139
11.08.1985 00:00:00;   144
12.08.1985 00:00:00;   137
13.08.1985 00:00:00;   134
14.08.1985 00:00:00;   133
15.08.1985 00:00:00;   132
16.08.1985 00:00:00;   140
17.08.1985 00:00:00;   168
18.08.1985 00:00:00;   156
19.08.1985 00:00:00;   144
20.08.1985 00:00:00;   144
21.08.1985 00:00:00;   140
22.08.1985 00:00:00;   137
23.08.1985 00:00:00;   136
24.08.1985 00:00:00;   135
25.08.1985 00:00:00;   134
26.08.1985 00:00:00;   152
27.08.1985 00:00:00;   158
28.08.1985 00:00:00;   145
29.08.1985 00:00:00;   140
30.08.1985 00:00:00;   137
31.08.1985 00:00:00;   136
01.09.1985 00:00:00;   135
02.09.1985 00:00:00;   136
03.09.1985 00:00:00;   138
04.09.1985 00:00:00;   143
05.09.1985 00:00:00;   142
06.09.1985 00:00:00;   168
07.09.1985 00:00:00;   145
08.09.1985 00:00:00;   151
09.09.1985 00:00:00;   167
10.09.1985 00:00:00;   152
11.09.1985 00:00:00;   147
12.09.1985 00:00:00;   143
13.09.1985 00:00:00;   142
14.09.1985 00:00:00;   141
15.09.1985 00:00:00;   140
16.09.1985 00:00:00;   140
17.09.1985 00:00:00;   139
18.09.1985 00:00:00;   139
19.09.1985 00:00:00;   138
20.09.1985 00:00:00;   137
21.09.1985 00:00:00;   136
22.09.1985 00:00:00;   136
23.09.1985 00:00:00;   136
24.09.1985 00:00:00;   136
25.09.1985 00:00:00;   135
26.09.1985 00:00:00;   135
27.09.1985 00:00:00;   135
28.09.1985 00:00:00;   134
29.09.1985 00:00:00;   134
30.09.1985 00:00:00;   134
01.10.1985 00:00:00;   134
02.10.1985 00:00:00;   134
03.10.1985 00:00:00;   134
04.10.1985 00:00:00;   133
05.10.1985 00:00:00;   133
06.10.1985 00:00:00;   133
07.10.1985 00:00:00;   132
08.10.1985 00:00:00;   132
09.10.1985 00:00:00;   132
10.10.1985 00:00:00;   132
11.10.1985 00:00:00;   132
12.10.1985 00:00:00;   131
13.10.1985 00:00:00;   131
14.10.1985 00:00:00;   131
15.10.1985 00:00:00;   136
16.10.1985 00:00:00;   131
17.10.1985 00:00:00;   129
18.10.1985 00:00:00;   128
19.10.1985 00:00:00;   128
20.10.1985 00:00:00;   128
21.10.1985 00:00:00;   128
22.10.1985 00:00:00;   128
23.10.1985 00:00:00;   127
24.10.1985 00:00:00;   127
25.10.1985 00:00:00;   127
26.10.1985 00:00:00;   126
27.10.1985 00:00:00;   127
28.10.1985 00:00:00;   128
29.10.1985 00:00:00;   129
30.10.1985 00:00:00;   129
31.10.1985 00:00:00;   129
01.11.1985 00:00:00;   129
02.11.1985 00:00:00;   131
03.11.1985 00:00:00;   130
04.11.1985 00:00:00;   129
05.11.1985 00:00:00;   128
06.11.1985 00:00:00;   131
07.11.1985 00:00:00;   129
08.11.1985 00:00:00;   129
09.11.1985 00:00:00;   132
10.11.1985 00:00:00;   139
11.11.1985 00:00:00;   150
12.11.1985 00:00:00;   136
13.11.1985 00:00:00;   133
14.11.1985 00:00:00;   132
15.11.1985 00:00:00;   131
16.11.1985 00:00:00;   130
17.11.1985 00:00:00;   130
18.11.1985 00:00:00;   129
19.11.1985 00:00:00;   130
20.11.1985 00:00:00;   130
21.11.1985 00:00:00;   130
22.11.1985 00:00:00;   129
23.11.1985 00:00:00;   129
24.11.1985 00:00:00;   128
25.11.1985 00:00:00;   128
26.11.1985 00:00:00;   129
27.11.1985 00:00:00;   128
28.11.1985 00:00:00;   128
29.11.1985 00:00:00;   128
30.11.1985 00:00:00;   128
01.12.1985 00:00:00;   129
02.12.1985 00:00:00;   131
03.12.1985 00:00:00;   133
04.12.1985 00:00:00;   134
05.12.1985 00:00:00;   134
06.12.1985 00:00:00;   134
07.12.1985 00:00:00;   135
08.12.1985 00:00:00;   133
09.12.1985 00:00:00;   132
10.12.1985 00:00:00;   131
11.12.1985 00:00:00;   131
12.12.1985 00:00:00;   131
13.12.1985 00:00:00;   131
14.12.1985 00:00:00;   130
15.12.1985 00:00:00;   136
16.12.1985 00:00:00;   174
17.12.1985 00:00:00;   157
18.12.1985 00:00:00;   163
19.12.1985 00:00:00;   165
20.12.1985 00:00:00;   157
21.12.1985 00:00:00;   169
22.12.1985 00:00:00;   152
23.12.1985 00:00:00;   146
24.12.1985 00:00:00;   143
25.12.1985 00:00:00;   141
26.12.1985 00:00:00;   139
27.12.1985 00:00:00;   141
28.12.1985 00:00:00;   140
29.12.1985 00:00:00;   145
30.12.1985 00:00:00;   144
31.12.1985 00:00:00;   138
01.01.1986 00:00:00;   135
02.01.1986 00:00:00;   134
03.01.1986 00:00:00;   132
04.01.1986 00:00:00;   132
05.01.1986 00:00:00;   132
06.01.1986 00:00:00;   133
07.01.1986 00:00:00;   133
08.01.1986 00:00:00;   131
09.01.1986 00:00:00;   132
10.01.1986 00:00:00;   132
11.01.1986 00:00:00;   132
12.01.1986 00:00:00;   132
13.01.1986 00:00:00;   133
14.01.1986 00:00:00;   169
15.01.1986 00:00:00;   185
16.01.1986 00:00:00;   155
17.01.1986 00:00:00;   147
18.01.1986 00:00:00;   142
19.01.1986 00:00:00;   172
20.01.1986 00:00:00;   185
21.01.1986 00:00:00;   160
22.01.1986 00:00:00;   152
23.01.1986 00:00:00;   150
24.01.1986 00:00:00;   198
25.01.1986 00:00:00;   166
26.01.1986 00:00:00;   156
27.01.1986 00:00:00;   153
28.01.1986 00:00:00;   149
29.01.1986 00:00:00;   148
30.01.1986 00:00:00;   148
31.01.1986 00:00:00;   148
01.02.1986 00:00:00;   147
02.02.1986 00:00:00;   147
03.02.1986 00:00:00;   145
04.02.1986 00:00:00;   145
05.02.1986 00:00:00;   144
06.02.1986 00:00:00;   142
07.02.1986 00:00:00;   141
08.02.1986 00:00:00;   139
09.02.1986 00:00:00;   139
10.02.1986 00:00:00;   138
11.02.1986 00:00:00;   139
12.02.1986 00:00:00;   138
13.02.1986 00:00:00;   138
14.02.1986 00:00:00;   138
15.02.1986 00:00:00;   138
16.02.1986 00:00:00;   138
17.02.1986 00:00:00;   137
18.02.1986 00:00:00;   136
19.02.1986 00:00:00;   136
20.02.1986 00:00:00;   136
21.02.1986 00:00:00;   136
22.02.1986 00:00:00;   135
23.02.1986 00:00:00;   135
24.02.1986 00:00:00;   135
25.02.1986 00:00:00;   135
26.02.1986 00:00:00;   135
27.02.1986 00:00:00;   137
28.02.1986 00:00:00;   136
01.03.1986 00:00:00;   134
02.03.1986 00:00:00;   134
03.03.1986 00:00:00;   133
04.03.1986 00:00:00;   133
05.03.1986 00:00:00;   132
06.03.1986 00:00:00;   133
07.03.1986 00:00:00;   134
08.03.1986 00:00:00;   135
09.03.1986 00:00:00;   134
10.03.1986 00:00:00;   134
11.03.1986 00:00:00;   138
12.03.1986 00:00:00;   144
13.03.1986 00:00:00;   146
14.03.1986 00:00:00;   147
15.03.1986 00:00:00;   147
16.03.1986 00:00:00;   155
17.03.1986 00:00:00;   157
18.03.1986 00:00:00;   154
19.03.1986 00:00:00;   153
20.03.1986 00:00:00;   152
21.03.1986 00:00:00;   149
22.03.1986 00:00:00;   143
23.03.1986 00:00:00;   144
24.03.1986 00:00:00;   158
25.03.1986 00:00:00;   181
26.03.1986 00:00:00;   158
27.03.1986 00:00:00;   155
28.03.1986 00:00:00;   165
29.03.1986 00:00:00;   174
30.03.1986 00:00:00;   164
31.03.1986 00:00:00;   181
01.04.1986 00:00:00;   183
02.04.1986 00:00:00;   170
03.04.1986 00:00:00;   167
04.04.1986 00:00:00;   170
05.04.1986 00:00:00;   166
06.04.1986 00:00:00;   160
07.04.1986 00:00:00;   164
08.04.1986 00:00:00;   165
09.04.1986 00:00:00;   163
10.04.1986 00:00:00;   162
11.04.1986 00:00:00;   159
12.04.1986 00:00:00;   156
13.04.1986 00:00:00;   154
14.04.1986 00:00:00;   152
15.04.1986 00:00:00;   151
16.04.1986 00:00:00;   150
17.04.1986 00:00:00;   149
18.04.1986 00:00:00;   150
19.04.1986 00:00:00;   161
20.04.1986 00:00:00;   162
21.04.1986 00:00:00;   166
22.04.1986 00:00:00;   157
23.04.1986 00:00:00;   153
24.04.1986 00:00:00;   151
25.04.1986 00:00:00;   149
26.04.1986 00:00:00;   148
27.04.1986 00:00:00;   147
28.04.1986 00:00:00;   146
29.04.1986 00:00:00;   147
30.04.1986 00:00:00;   145
01.05.1986 00:00:00;   144
02.05.1986 00:00:00;   143
03.05.1986 00:00:00;   142
04.05.1986 00:00:00;   141
05.05.1986 00:00:00;   141
06.05.1986 00:00:00;   139
07.05.1986 00:00:00;   139
08.05.1986 00:00:00;   140
09.05.1986 00:00:00;   141
10.05.1986 00:00:00;   139
11.05.1986 00:00:00;   139
12.05.1986 00:00:00;   140
13.05.1986 00:00:00;   139
14.05.1986 00:00:00;   138
15.05.1986 00:00:00;   137
16.05.1986 00:00:00;   138
17.05.1986 00:00:00;   140
18.05.1986 00:00:00;   138
19.05.1986 00:00:00;   137
20.05.1986 00:00:00;   137
21.05.1986 00:00:00;   136
22.05.1986 00:00:00;   141
23.05.1986 00:00:00;   137
24.05.1986 00:00:00;   137
25.05.1986 00:00:00;   137
26.05.1986 00:00:00;   135
27.05.1986 00:00:00;   135
28.05.1986 00:00:00;   145
29.05.1986 00:00:00;   153
30.05.1986 00:00:00;   168
31.05.1986 00:00:00;   153
01.06.1986 00:00:00;   146
02.06.1986 00:00:00;   143
03.06.1986 00:00:00;   143
04.06.1986 00:00:00;   143
05.06.1986 00:00:00;   143
06.06.1986 00:00:00;   140
07.06.1986 00:00:00;   139
08.06.1986 00:00:00;   144
09.06.1986 00:00:00;   140
10.06.1986 00:00:00;   139
11.06.1986 00:00:00;   137
12.06.1986 00:00:00;   142
13.06.1986 00:00:00;   149
14.06.1986 00:00:00;   144
15.06.1986 00:00:00;   139
16.06.1986 00:00:00;   135
17.06.1986 00:00:00;   134
18.06.1986 00:00:00;   133
19.06.1986 00:00:00;   132
20.06.1986 00:00:00;   133
21.06.1986 00:00:00;   135
