Messstelle:                ;Kleinstetteldorf
10.10.1999 00:00:00;   165
11.10.1999 00:00:00;   165
12.10.1999 00:00:00;   165
13.10.1999 00:00:00;   165
14.10.1999 00:00:00;   164
15.10.1999 00:00:00;   164
16.10.1999 00:00:00;   164
17.10.1999 00:00:00;   164
18.10.1999 00:00:00;   164
19.10.1999 00:00:00;   164
20.10.1999 00:00:00;   164
21.10.1999 00:00:00;   164
22.10.1999 00:00:00;   164
23.10.1999 00:00:00;   164
24.10.1999 00:00:00;   164
25.10.1999 00:00:00;   164
26.10.1999 00:00:00;   164
27.10.1999 00:00:00;   164
28.10.1999 00:00:00;   164
29.10.1999 00:00:00;   164
30.10.1999 00:00:00;   164
31.10.1999 00:00:00;   164
01.11.1999 00:00:00;   164
02.11.1999 00:00:00;   164
03.11.1999 00:00:00;   165
04.11.1999 00:00:00;   165
05.11.1999 00:00:00;   165
06.11.1999 00:00:00;   165
07.11.1999 00:00:00;   165
08.11.1999 00:00:00;   166
09.11.1999 00:00:00;   167
10.11.1999 00:00:00;   169
11.11.1999 00:00:00;   167
12.11.1999 00:00:00;   167
13.11.1999 00:00:00;   167
14.11.1999 00:00:00;   167
15.11.1999 00:00:00;   168
16.11.1999 00:00:00;   167
17.11.1999 00:00:00;   167
18.11.1999 00:00:00;   167
19.11.1999 00:00:00;   166
20.11.1999 00:00:00;   166
21.11.1999 00:00:00;   166
22.11.1999 00:00:00;   166
23.11.1999 00:00:00;   165
24.11.1999 00:00:00;   165
25.11.1999 00:00:00;   165
26.11.1999 00:00:00;   165
27.11.1999 00:00:00;   165
28.11.1999 00:00:00;   165
29.11.1999 00:00:00;   165
30.11.1999 00:00:00;   166
01.12.1999 00:00:00;   166
02.12.1999 00:00:00;   166
03.12.1999 00:00:00;   166
04.12.1999 00:00:00;   166
05.12.1999 00:00:00;   166
06.12.1999 00:00:00;   166
07.12.1999 00:00:00;   166
08.12.1999 00:00:00;   166
09.12.1999 00:00:00;   166
10.12.1999 00:00:00;   166
11.12.1999 00:00:00;   166
12.12.1999 00:00:00;   166
13.12.1999 00:00:00;   166
14.12.1999 00:00:00;   166
15.12.1999 00:00:00;   166
16.12.1999 00:00:00;   166
17.12.1999 00:00:00;   166
18.12.1999 00:00:00;   166
19.12.1999 00:00:00;   166
20.12.1999 00:00:00;   166
21.12.1999 00:00:00;   166
22.12.1999 00:00:00;   165
23.12.1999 00:00:00;   165
24.12.1999 00:00:00;   166
25.12.1999 00:00:00;   166
26.12.1999 00:00:00;   166
27.12.1999 00:00:00;   166
28.12.1999 00:00:00;   166
29.12.1999 00:00:00;   166
30.12.1999 00:00:00;   166
31.12.1999 00:00:00;   165
01.01.2000 00:00:00;   165
02.01.2000 00:00:00;   165
03.01.2000 00:00:00;   165
04.01.2000 00:00:00;   165
05.01.2000 00:00:00;   166
06.01.2000 00:00:00;   166
07.01.2000 00:00:00;   166
08.01.2000 00:00:00;   166
09.01.2000 00:00:00;   166
10.01.2000 00:00:00;   166
11.01.2000 00:00:00;   166
12.01.2000 00:00:00;   166
13.01.2000 00:00:00;   166
14.01.2000 00:00:00;   166
15.01.2000 00:00:00;   166
16.01.2000 00:00:00;   166
17.01.2000 00:00:00;   165
18.01.2000 00:00:00;   165
19.01.2000 00:00:00;   165
20.01.2000 00:00:00;   165
21.01.2000 00:00:00;   165
22.01.2000 00:00:00;   165
23.01.2000 00:00:00;   165
24.01.2000 00:00:00;   165
25.01.2000 00:00:00;   165
26.01.2000 00:00:00;   165
27.01.2000 00:00:00;   165
28.01.2000 00:00:00;   164
29.01.2000 00:00:00;   165
30.01.2000 00:00:00;   167
31.01.2000 00:00:00;   169
01.02.2000 00:00:00;   169
02.02.2000 00:00:00;   168
03.02.2000 00:00:00;   166
04.02.2000 00:00:00;   166
05.02.2000 00:00:00;   166
06.02.2000 00:00:00;   165
07.02.2000 00:00:00;   165
08.02.2000 00:00:00;   165
09.02.2000 00:00:00;   165
10.02.2000 00:00:00;   165
11.02.2000 00:00:00;   165
12.02.2000 00:00:00;   165
13.02.2000 00:00:00;   165
14.02.2000 00:00:00;   165
15.02.2000 00:00:00;   166
16.02.2000 00:00:00;   166
17.02.2000 00:00:00;   166
18.02.2000 00:00:00;   166
19.02.2000 00:00:00;   166
20.02.2000 00:00:00;   166
21.02.2000 00:00:00;   166
22.02.2000 00:00:00;   166
23.02.2000 00:00:00;   166
24.02.2000 00:00:00;   166
25.02.2000 00:00:00;   167
26.02.2000 00:00:00;   166
27.02.2000 00:00:00;   166
28.02.2000 00:00:00;   165
29.02.2000 00:00:00;   166
01.03.2000 00:00:00;   166
02.03.2000 00:00:00;   166
03.03.2000 00:00:00;   166
04.03.2000 00:00:00;   166
05.03.2000 00:00:00;   165
06.03.2000 00:00:00;   165
07.03.2000 00:00:00;   166
08.03.2000 00:00:00;   166
09.03.2000 00:00:00;   166
10.03.2000 00:00:00;   167
11.03.2000 00:00:00;   167
12.03.2000 00:00:00;   167
13.03.2000 00:00:00;   166
14.03.2000 00:00:00;   166
15.03.2000 00:00:00;   166
16.03.2000 00:00:00;   166
17.03.2000 00:00:00;   167
18.03.2000 00:00:00;   167
19.03.2000 00:00:00;   167
20.03.2000 00:00:00;   167
21.03.2000 00:00:00;   167
22.03.2000 00:00:00;   167
23.03.2000 00:00:00;   167
24.03.2000 00:00:00;   167
25.03.2000 00:00:00;   167
26.03.2000 00:00:00;   166
27.03.2000 00:00:00;   166
28.03.2000 00:00:00;   168
29.03.2000 00:00:00;   167
30.03.2000 00:00:00;   171
31.03.2000 00:00:00;   169
01.04.2000 00:00:00;   169
02.04.2000 00:00:00;   168
03.04.2000 00:00:00;   167
04.04.2000 00:00:00;   167
05.04.2000 00:00:00;   167
06.04.2000 00:00:00;   167
07.04.2000 00:00:00;   167
08.04.2000 00:00:00;   166
09.04.2000 00:00:00;   166
10.04.2000 00:00:00;   166
11.04.2000 00:00:00;   166
12.04.2000 00:00:00;   166
13.04.2000 00:00:00;   166
14.04.2000 00:00:00;   166
15.04.2000 00:00:00;   166
16.04.2000 00:00:00;   166
17.04.2000 00:00:00;   166
18.04.2000 00:00:00;   166
19.04.2000 00:00:00;   166
20.04.2000 00:00:00;   166
21.04.2000 00:00:00;   166
22.04.2000 00:00:00;   166
23.04.2000 00:00:00;   166
24.04.2000 00:00:00;   166
25.04.2000 00:00:00;   166
26.04.2000 00:00:00;   165
27.04.2000 00:00:00;   165
28.04.2000 00:00:00;   164
29.04.2000 00:00:00;   164
30.04.2000 00:00:00;   165
01.05.2000 00:00:00;   165
02.05.2000 00:00:00;   166
03.05.2000 00:00:00;   165
04.05.2000 00:00:00;   165
05.05.2000 00:00:00;   164
06.05.2000 00:00:00;   164
07.05.2000 00:00:00;   164
08.05.2000 00:00:00;   164
09.05.2000 00:00:00;   164
10.05.2000 00:00:00;   163
11.05.2000 00:00:00;   163
12.05.2000 00:00:00;   162
13.05.2000 00:00:00;   163
14.05.2000 00:00:00;   163
15.05.2000 00:00:00;   162
16.05.2000 00:00:00;   162
17.05.2000 00:00:00;   162
18.05.2000 00:00:00;   162
19.05.2000 00:00:00;   164
20.05.2000 00:00:00;   163
21.05.2000 00:00:00;   162
22.05.2000 00:00:00;   163
23.05.2000 00:00:00;   163
24.05.2000 00:00:00;   163
25.05.2000 00:00:00;   162
26.05.2000 00:00:00;   162
27.05.2000 00:00:00;   162
28.05.2000 00:00:00;   162
29.05.2000 00:00:00;   163
30.05.2000 00:00:00;   162
31.05.2000 00:00:00;   162
01.06.2000 00:00:00;   162
02.06.2000 00:00:00;   162
03.06.2000 00:00:00;   162
04.06.2000 00:00:00;   161
05.06.2000 00:00:00;   161
06.06.2000 00:00:00;   162
07.06.2000 00:00:00;   164
08.06.2000 00:00:00;   162
09.06.2000 00:00:00;   162
10.06.2000 00:00:00;   162
11.06.2000 00:00:00;   162
12.06.2000 00:00:00;   162
13.06.2000 00:00:00;   162
14.06.2000 00:00:00;   163
15.06.2000 00:00:00;   162
16.06.2000 00:00:00;   162
17.06.2000 00:00:00;   160
18.06.2000 00:00:00;   161
19.06.2000 00:00:00;   161
20.06.2000 00:00:00;   161
21.06.2000 00:00:00;   160
22.06.2000 00:00:00;   161
23.06.2000 00:00:00;   161
24.06.2000 00:00:00;   160
25.06.2000 00:00:00;   162
26.06.2000 00:00:00;   162
27.06.2000 00:00:00;   162
28.06.2000 00:00:00;   161
29.06.2000 00:00:00;   161
30.06.2000 00:00:00;   161
01.07.2000 00:00:00;   161
02.07.2000 00:00:00;   161
03.07.2000 00:00:00;   162
04.07.2000 00:00:00;   163
05.07.2000 00:00:00;   161
06.07.2000 00:00:00;   160
07.07.2000 00:00:00;   161
08.07.2000 00:00:00;   161
09.07.2000 00:00:00;   161
10.07.2000 00:00:00;   161
11.07.2000 00:00:00;   163
12.07.2000 00:00:00;   163
13.07.2000 00:00:00;   163
14.07.2000 00:00:00;   162
15.07.2000 00:00:00;   162
16.07.2000 00:00:00;   162
17.07.2000 00:00:00;   162
18.07.2000 00:00:00;   162
19.07.2000 00:00:00;   162
20.07.2000 00:00:00;   162
21.07.2000 00:00:00;   161
22.07.2000 00:00:00;   161
23.07.2000 00:00:00;   161
24.07.2000 00:00:00;   161
25.07.2000 00:00:00;   161
26.07.2000 00:00:00;   162
27.07.2000 00:00:00;   162
28.07.2000 00:00:00;   165
29.07.2000 00:00:00;   166
30.07.2000 00:00:00;   163
31.07.2000 00:00:00;   163
01.08.2000 00:00:00;   162
02.08.2000 00:00:00;   163
03.08.2000 00:00:00;   163
04.08.2000 00:00:00;   167
05.08.2000 00:00:00;   164
06.08.2000 00:00:00;   172
07.08.2000 00:00:00;   168
08.08.2000 00:00:00;   166
09.08.2000 00:00:00;   164
10.08.2000 00:00:00;   163
11.08.2000 00:00:00;   163
12.08.2000 00:00:00;   163
13.08.2000 00:00:00;   162
14.08.2000 00:00:00;   162
15.08.2000 00:00:00;   162
16.08.2000 00:00:00;   162
17.08.2000 00:00:00;   162
18.08.2000 00:00:00;   163
19.08.2000 00:00:00;   163
20.08.2000 00:00:00;   163
21.08.2000 00:00:00;   162
22.08.2000 00:00:00;   162
23.08.2000 00:00:00;   162
24.08.2000 00:00:00;   162
25.08.2000 00:00:00;   162
26.08.2000 00:00:00;   161
27.08.2000 00:00:00;   161
28.08.2000 00:00:00;   161
29.08.2000 00:00:00;   161
30.08.2000 00:00:00;   161
31.08.2000 00:00:00;   161
01.09.2000 00:00:00;   161
02.09.2000 00:00:00;   161
03.09.2000 00:00:00;   161
04.09.2000 00:00:00;   161
05.09.2000 00:00:00;   161
06.09.2000 00:00:00;   161
07.09.2000 00:00:00;   161
08.09.2000 00:00:00;   161
09.09.2000 00:00:00;   161
10.09.2000 00:00:00;   161
11.09.2000 00:00:00;   161
12.09.2000 00:00:00;   161
13.09.2000 00:00:00;   161
14.09.2000 00:00:00;   161
15.09.2000 00:00:00;   161
16.09.2000 00:00:00;   161
17.09.2000 00:00:00;   163
18.09.2000 00:00:00;   162
19.09.2000 00:00:00;   161
20.09.2000 00:00:00;   161
21.09.2000 00:00:00;   161
22.09.2000 00:00:00;   161
23.09.2000 00:00:00;   162
24.09.2000 00:00:00;   162
25.09.2000 00:00:00;   161
26.09.2000 00:00:00;   161
27.09.2000 00:00:00;   161
28.09.2000 00:00:00;   161
29.09.2000 00:00:00;   162
30.09.2000 00:00:00;   162
01.10.2000 00:00:00;   162
02.10.2000 00:00:00;   162
03.10.2000 00:00:00;   165
04.10.2000 00:00:00;   164
05.10.2000 00:00:00;   164
06.10.2000 00:00:00;   163
07.10.2000 00:00:00;   163
08.10.2000 00:00:00;   163
09.10.2000 00:00:00;   163
10.10.2000 00:00:00;   162
11.10.2000 00:00:00;   162
12.10.2000 00:00:00;   162
13.10.2000 00:00:00;   162
14.10.2000 00:00:00;   162
15.10.2000 00:00:00;   162
16.10.2000 00:00:00;   162
17.10.2000 00:00:00;   162
18.10.2000 00:00:00;   162
19.10.2000 00:00:00;   162
20.10.2000 00:00:00;   162
21.10.2000 00:00:00;   162
22.10.2000 00:00:00;   162
23.10.2000 00:00:00;   162
24.10.2000 00:00:00;   162
25.10.2000 00:00:00;   162
26.10.2000 00:00:00;   162
27.10.2000 00:00:00;   162
28.10.2000 00:00:00;   162
29.10.2000 00:00:00;   162
30.10.2000 00:00:00;   162
31.10.2000 00:00:00;   162
01.11.2000 00:00:00;   162
02.11.2000 00:00:00;   162
03.11.2000 00:00:00;   162
04.11.2000 00:00:00;   165
05.11.2000 00:00:00;   165
06.11.2000 00:00:00;   163
07.11.2000 00:00:00;   163
08.11.2000 00:00:00;   163
09.11.2000 00:00:00;   163
10.11.2000 00:00:00;   163
11.11.2000 00:00:00;   163
12.11.2000 00:00:00;   163
13.11.2000 00:00:00;   163
14.11.2000 00:00:00;   163
15.11.2000 00:00:00;   163
16.11.2000 00:00:00;   164
17.11.2000 00:00:00;   164
18.11.2000 00:00:00;   163
19.11.2000 00:00:00;   163
20.11.2000 00:00:00;   164
21.11.2000 00:00:00;   164
22.11.2000 00:00:00;   164
23.11.2000 00:00:00;   164
24.11.2000 00:00:00;   164
25.11.2000 00:00:00;   164
26.11.2000 00:00:00;   164
27.11.2000 00:00:00;   164
28.11.2000 00:00:00;   164
29.11.2000 00:00:00;   164
30.11.2000 00:00:00;   164
01.12.2000 00:00:00;   163
02.12.2000 00:00:00;   163
03.12.2000 00:00:00;   163
04.12.2000 00:00:00;   163
05.12.2000 00:00:00;   163
06.12.2000 00:00:00;   163
07.12.2000 00:00:00;   163
08.12.2000 00:00:00;   163
09.12.2000 00:00:00;   164
10.12.2000 00:00:00;   165
11.12.2000 00:00:00;   165
12.12.2000 00:00:00;   164
13.12.2000 00:00:00;   164
14.12.2000 00:00:00;   164
15.12.2000 00:00:00;   164
16.12.2000 00:00:00;   163
17.12.2000 00:00:00;   163
18.12.2000 00:00:00;   163
19.12.2000 00:00:00;   163
20.12.2000 00:00:00;   163
21.12.2000 00:00:00;   163
22.12.2000 00:00:00;   163
23.12.2000 00:00:00;   164
24.12.2000 00:00:00;   164
25.12.2000 00:00:00;   164
26.12.2000 00:00:00;   164
27.12.2000 00:00:00;   164
28.12.2000 00:00:00;   170
29.12.2000 00:00:00;   168
30.12.2000 00:00:00;   166
31.12.2000 00:00:00;   165
01.01.2001 00:00:00;   167
02.01.2001 00:00:00;   165
03.01.2001 00:00:00;   165
04.01.2001 00:00:00;   165
05.01.2001 00:00:00;   165
06.01.2001 00:00:00;   165
07.01.2001 00:00:00;   166
08.01.2001 00:00:00;   167
09.01.2001 00:00:00;   170
10.01.2001 00:00:00;   168
11.01.2001 00:00:00;   166
12.01.2001 00:00:00;   166
13.01.2001 00:00:00;   163
14.01.2001 00:00:00;   163
15.01.2001 00:00:00;   166
16.01.2001 00:00:00;   167
17.01.2001 00:00:00;   166
18.01.2001 00:00:00;   165
19.01.2001 00:00:00;   165
20.01.2001 00:00:00;   164
21.01.2001 00:00:00;   164
22.01.2001 00:00:00;   164
23.01.2001 00:00:00;   164
24.01.2001 00:00:00;   164
25.01.2001 00:00:00;   164
26.01.2001 00:00:00;   164
27.01.2001 00:00:00;   164
28.01.2001 00:00:00;   164
29.01.2001 00:00:00;   164
30.01.2001 00:00:00;   164
31.01.2001 00:00:00;   164
01.02.2001 00:00:00;   164
02.02.2001 00:00:00;   164
03.02.2001 00:00:00;   165
04.02.2001 00:00:00;   165
05.02.2001 00:00:00;   165
06.02.2001 00:00:00;   165
07.02.2001 00:00:00;   164
08.02.2001 00:00:00;   164
09.02.2001 00:00:00;   164
10.02.2001 00:00:00;   164
11.02.2001 00:00:00;   164
12.02.2001 00:00:00;   164
13.02.2001 00:00:00;   164
14.02.2001 00:00:00;   164
15.02.2001 00:00:00;   164
16.02.2001 00:00:00;   164
17.02.2001 00:00:00;   164
18.02.2001 00:00:00;   164
19.02.2001 00:00:00;   164
20.02.2001 00:00:00;   164
21.02.2001 00:00:00;   164
22.02.2001 00:00:00;   164
23.02.2001 00:00:00;   164
24.02.2001 00:00:00;   164
25.02.2001 00:00:00;   164
26.02.2001 00:00:00;   164
27.02.2001 00:00:00;   164
28.02.2001 00:00:00;   165
01.03.2001 00:00:00;   164
02.03.2001 00:00:00;   164
03.03.2001 00:00:00;   164
04.03.2001 00:00:00;   164
05.03.2001 00:00:00;   164
06.03.2001 00:00:00;   163
07.03.2001 00:00:00;   163
08.03.2001 00:00:00;   163
09.03.2001 00:00:00;   163
10.03.2001 00:00:00;   163
11.03.2001 00:00:00;   164
12.03.2001 00:00:00;   163
13.03.2001 00:00:00;   164
14.03.2001 00:00:00;   165
15.03.2001 00:00:00;   165
16.03.2001 00:00:00;   165
17.03.2001 00:00:00;   165
18.03.2001 00:00:00;   165
19.03.2001 00:00:00;   164
20.03.2001 00:00:00;   164
21.03.2001 00:00:00;   164
22.03.2001 00:00:00;   166
23.03.2001 00:00:00;   166
24.03.2001 00:00:00;   166
25.03.2001 00:00:00;   166
26.03.2001 00:00:00;   165
27.03.2001 00:00:00;   165
28.03.2001 00:00:00;   165
29.03.2001 00:00:00;   165
30.03.2001 00:00:00;   165
31.03.2001 00:00:00;   165
01.04.2001 00:00:00;   165
02.04.2001 00:00:00;   165
03.04.2001 00:00:00;   165
04.04.2001 00:00:00;   165
05.04.2001 00:00:00;   165
06.04.2001 00:00:00;   165
07.04.2001 00:00:00;   165
08.04.2001 00:00:00;   166
09.04.2001 00:00:00;   168
10.04.2001 00:00:00;   167
11.04.2001 00:00:00;   166
12.04.2001 00:00:00;   166
13.04.2001 00:00:00;   165
14.04.2001 00:00:00;   165
15.04.2001 00:00:00;   164
16.04.2001 00:00:00;   164
17.04.2001 00:00:00;   164
18.04.2001 00:00:00;   165
19.04.2001 00:00:00;   165
20.04.2001 00:00:00;   166
21.04.2001 00:00:00;   165
22.04.2001 00:00:00;   165
23.04.2001 00:00:00;   165
24.04.2001 00:00:00;   165
25.04.2001 00:00:00;   165
26.04.2001 00:00:00;   165
27.04.2001 00:00:00;   165
28.04.2001 00:00:00;   164
29.04.2001 00:00:00;   164
30.04.2001 00:00:00;   164
01.05.2001 00:00:00;   164
02.05.2001 00:00:00;   164
03.05.2001 00:00:00;   164
04.05.2001 00:00:00;   164
05.05.2001 00:00:00;   163
06.05.2001 00:00:00;   163
07.05.2001 00:00:00;   163
08.05.2001 00:00:00;   163
09.05.2001 00:00:00;   163
10.05.2001 00:00:00;   163
11.05.2001 00:00:00;   162
12.05.2001 00:00:00;   162
13.05.2001 00:00:00;   162
14.05.2001 00:00:00;   163
15.05.2001 00:00:00;   163
16.05.2001 00:00:00;   164
17.05.2001 00:00:00;   164
18.05.2001 00:00:00;   165
19.05.2001 00:00:00;   164
20.05.2001 00:00:00;   163
21.05.2001 00:00:00;   163
22.05.2001 00:00:00;   163
23.05.2001 00:00:00;   163
24.05.2001 00:00:00;   163
25.05.2001 00:00:00;   163
26.05.2001 00:00:00;   162
27.05.2001 00:00:00;   162
28.05.2001 00:00:00;   161
29.05.2001 00:00:00;   162
30.05.2001 00:00:00;   162
31.05.2001 00:00:00;   162
01.06.2001 00:00:00;   163
02.06.2001 00:00:00;   163
03.06.2001 00:00:00;   162
04.06.2001 00:00:00;   162
05.06.2001 00:00:00;   162
06.06.2001 00:00:00;   162
07.06.2001 00:00:00;   162
08.06.2001 00:00:00;   162
09.06.2001 00:00:00;   163
10.06.2001 00:00:00;   165
11.06.2001 00:00:00;   165
12.06.2001 00:00:00;   164
13.06.2001 00:00:00;   163
14.06.2001 00:00:00;   163
15.06.2001 00:00:00;   163
16.06.2001 00:00:00;   163
17.06.2001 00:00:00;   165
18.06.2001 00:00:00;   163
19.06.2001 00:00:00;   163
20.06.2001 00:00:00;   163
21.06.2001 00:00:00;   163
22.06.2001 00:00:00;   163
23.06.2001 00:00:00;   162
24.06.2001 00:00:00;   162
25.06.2001 00:00:00;   162
26.06.2001 00:00:00;   161
27.06.2001 00:00:00;   161
28.06.2001 00:00:00;   161
29.06.2001 00:00:00;   162
30.06.2001 00:00:00;   162
01.07.2001 00:00:00;   163
02.07.2001 00:00:00;   162
03.07.2001 00:00:00;   161
04.07.2001 00:00:00;   161
05.07.2001 00:00:00;   161
06.07.2001 00:00:00;   160
07.07.2001 00:00:00;   160
08.07.2001 00:00:00;   161
09.07.2001 00:00:00;   161
10.07.2001 00:00:00;   162
11.07.2001 00:00:00;   162
12.07.2001 00:00:00;   162
13.07.2001 00:00:00;   161
14.07.2001 00:00:00;   161
15.07.2001 00:00:00;   161
16.07.2001 00:00:00;   160
17.07.2001 00:00:00;   161
18.07.2001 00:00:00;   162
19.07.2001 00:00:00;   161
20.07.2001 00:00:00;   163
21.07.2001 00:00:00;   166
22.07.2001 00:00:00;   163
23.07.2001 00:00:00;   162
24.07.2001 00:00:00;   163
25.07.2001 00:00:00;   162
26.07.2001 00:00:00;   162
27.07.2001 00:00:00;   163
28.07.2001 00:00:00;   161
29.07.2001 00:00:00;   161
30.07.2001 00:00:00;   160
31.07.2001 00:00:00;   160
01.08.2001 00:00:00;   160
02.08.2001 00:00:00;   159
03.08.2001 00:00:00;   159
04.08.2001 00:00:00;   159
05.08.2001 00:00:00;   159
06.08.2001 00:00:00;   158
07.08.2001 00:00:00;   157
08.08.2001 00:00:00;   158
09.08.2001 00:00:00;   160
10.08.2001 00:00:00;   157
11.08.2001 00:00:00;   157
12.08.2001 00:00:00;   156
13.08.2001 00:00:00;   156
14.08.2001 00:00:00;   154
15.08.2001 00:00:00;   156
16.08.2001 00:00:00;   155
17.08.2001 00:00:00;   155
18.08.2001 00:00:00;   155
19.08.2001 00:00:00;   156
20.08.2001 00:00:00;   155
21.08.2001 00:00:00;   159
22.08.2001 00:00:00;   159
23.08.2001 00:00:00;   158
24.08.2001 00:00:00;   157
25.08.2001 00:00:00;   157
26.08.2001 00:00:00;   158
27.08.2001 00:00:00;   158
28.08.2001 00:00:00;   159
29.08.2001 00:00:00;   159
30.08.2001 00:00:00;   159
31.08.2001 00:00:00;   160
01.09.2001 00:00:00;   163
02.09.2001 00:00:00;   162
03.09.2001 00:00:00;   161
04.09.2001 00:00:00;   161
05.09.2001 00:00:00;   161
06.09.2001 00:00:00;   162
07.09.2001 00:00:00;   165
08.09.2001 00:00:00;   161
09.09.2001 00:00:00;   160
10.09.2001 00:00:00;   160
11.09.2001 00:00:00;   160
12.09.2001 00:00:00;   160
13.09.2001 00:00:00;   161
14.09.2001 00:00:00;   161
15.09.2001 00:00:00;   161
16.09.2001 00:00:00;   162
17.09.2001 00:00:00;   161
18.09.2001 00:00:00;   166
19.09.2001 00:00:00;   166
20.09.2001 00:00:00;   164
21.09.2001 00:00:00;   163
22.09.2001 00:00:00;   164
23.09.2001 00:00:00;   163
24.09.2001 00:00:00;   164
25.09.2001 00:00:00;   164
26.09.2001 00:00:00;   165
27.09.2001 00:00:00;   165
28.09.2001 00:00:00;   165
29.09.2001 00:00:00;   163
30.09.2001 00:00:00;   163
01.10.2001 00:00:00;   162
02.10.2001 00:00:00;   162
03.10.2001 00:00:00;   162
04.10.2001 00:00:00;   163
05.10.2001 00:00:00;   163
06.10.2001 00:00:00;   163
07.10.2001 00:00:00;   162
08.10.2001 00:00:00;   162
09.10.2001 00:00:00;   162
10.10.2001 00:00:00;   162
11.10.2001 00:00:00;   162
12.10.2001 00:00:00;   162
13.10.2001 00:00:00;   162
14.10.2001 00:00:00;   163
15.10.2001 00:00:00;   162
16.10.2001 00:00:00;   162
17.10.2001 00:00:00;   162
18.10.2001 00:00:00;   162
19.10.2001 00:00:00;   162
20.10.2001 00:00:00;   162
21.10.2001 00:00:00;   162
22.10.2001 00:00:00;   161
23.10.2001 00:00:00;   161
24.10.2001 00:00:00;   160
25.10.2001 00:00:00;   160
26.10.2001 00:00:00;   160
27.10.2001 00:00:00;   160
28.10.2001 00:00:00;   162
29.10.2001 00:00:00;   161
30.10.2001 00:00:00;   160
31.10.2001 00:00:00;   162
01.11.2001 00:00:00;   161
02.11.2001 00:00:00;   160
03.11.2001 00:00:00;   160
04.11.2001 00:00:00;   163
05.11.2001 00:00:00;   163
06.11.2001 00:00:00;   163
07.11.2001 00:00:00;   163
08.11.2001 00:00:00;   164
09.11.2001 00:00:00;   164
10.11.2001 00:00:00;   163
11.11.2001 00:00:00;   163
12.11.2001 00:00:00;   163
13.11.2001 00:00:00;   162
14.11.2001 00:00:00;   162
15.11.2001 00:00:00;   162
16.11.2001 00:00:00;   163
17.11.2001 00:00:00;   163
18.11.2001 00:00:00;   163
19.11.2001 00:00:00;   163
20.11.2001 00:00:00;   162
21.11.2001 00:00:00;   162
22.11.2001 00:00:00;   162
23.11.2001 00:00:00;   163
24.11.2001 00:00:00;   162
25.11.2001 00:00:00;   162
26.11.2001 00:00:00;   162
27.11.2001 00:00:00;   163
28.11.2001 00:00:00;   163
29.11.2001 00:00:00;   162
30.11.2001 00:00:00;   166
01.12.2001 00:00:00;   165
02.12.2001 00:00:00;   164
03.12.2001 00:00:00;   163
04.12.2001 00:00:00;   163
05.12.2001 00:00:00;   163
06.12.2001 00:00:00;   165
07.12.2001 00:00:00;   165
08.12.2001 00:00:00;   165
09.12.2001 00:00:00;   165
10.12.2001 00:00:00;   165
11.12.2001 00:00:00;   165
